Kreditgruppe	Glaeubiger	Darlehensnummer und Geschaeftszeichen	Laufzeit	Art	TA	Verwendung	"urspruengl. Schuld"	"Urspruengl. Schuld aufgeteilt"	"Stand am Jahresanfang"	"Jahresanfang aufgeteilt"	"Jahresanfang aufgeteilt"	"Zinsen und Nebenkosten"	"Zinsen u. NK aufgeteilt"	"Zinsen u. NK aufgeteilt"	Tilgung	"Tilgung aufgeteilt"	"Tilgung aufgeteilt"	Zuzaehlung	"Zuzaehlung aufgeteilt"	"Zuzaehlung aufgeteilt"	"Stand am Jahresende"	"Jahresende aufgeteilt"	"Jahresende aufgeteilt"	Ersaetze	"Ersaetze aufgeteilt"	"Ersaetze aufgeteilt"	TA
Finanzunternehmen Ausland	Helaba Landesbank Hessen Thueringen			2	8994	Allgemeines oeffentliches Krankenhaus d.Stadt Linz		14.000.000,00		2.916.666,67	2.916.700,00		531,16	500		1.166.666,67	1.166.700,00					1.750.000,00	1.750.000,00				8994
	Helaba Landesbank Hessen Thueringen Ergebnis						42000000	42.000.000,00	8750000	8.750.000,00	8.749.900,00	1593,47	1.593,47	1.500,00	3500000	3.500.000,00	3.499.900,00	0	0	0	5250000	5.250.000,00	5.250.000,00	0	0	0	
Finanzunternehmen Ausland	SEB Hypothekenbank AG	SEB   15 028 521/01           (902-06/05/30)	Laufzeit von 1998 bis 2019	1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"	3.633.640,00	1.526.127,81	454.205,00	190.765,98	190.800,00	0	0	0	181.682,00	76.306,39	76.300,00	0			272.523,00	114.459,59	114.500,00	0			6120
Finanzunternehmen Ausland	SEB Hypothekenbank AG			2	8532	Wohn- und Geschaeftsgebaeude nach MRG		218.018,50		27.252,31	27.300,00		0	0		10.900,93	10.900,00					16.351,38	16.400,00				8532
Finanzunternehmen Ausland	SEB Hypothekenbank AG			2	8782	Seniorenzentren der Stadt Linz		1.889.493,69		236.186,71	236.200,00		0	0		94.474,68	94.500,00					141.712,03	141.700,00				8782
Finanzunternehmen Ausland	SEB Hypothekenbank AG	SEB   15 045 124/01           (902-06/05/31)	Laufzeit von 1999 bis 2020	1	6510	Sonstige Schienenwege	5.000.000,00	3.997.005,88	875.000,00	699.476,03	699.500,00	82,37	65,85	100	250.000,00	199.850,29	199.900,00	0			625.000,00	499.625,74	499.600,00	0			6510
Finanzunternehmen Ausland	SEB Hypothekenbank AG			1	8160	oeffentliche Beleuchtung und oeffentliche Uhren		1.002.994,12		175.523,97	175.500,00		16,52	0		50.149,71	50.100,00					125.374,26	125.400,00				8160
	SEB Hypothekenbank AG Ergebnis						8633640	8.633.640,00	1329205	1.329.205,00	1.329.300,00	82,37	82,37	100	431682	431.682,00	431.700,00	0	0	0	897523	897.523,00	897.600,00	0	0	0	
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG	Schuldschein vom 11.2.2014    (902 06 21 01)	Laufzeit von 2014 bis 2034	1	310	Stadtentwicklung und Bebauungsplanung	10.000.000,00	375.000,00	10.000.000,00	375.000,00	375.000,00	350.000,00	13.125,00	13.100,00	0						10.000.000,00	375.000,00	375.000,00	0			310
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	2100	Allgemeinbildende Pflichtschulen		77.774,44		77.774,44	77.800,00		2.722,11	2.700,00								77.774,44	77.800,00				2100
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	2730	Stadtbibliothek Linz		51.191,09		51.191,09	51.200,00		1.791,69	1.800,00								51.191,09	51.200,00				2730
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	3500	ARS ELECTRONICA CENTER - Museum d. 21.Jahrhunderts		80.000,00		80.000,00	80.000,00		2.799,98	2.800,00								80.000,00	80.000,00				3500
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	4290	Volkshaeuser		370.049,77		370.049,77	370.000,00		12.951,74	13.000,00								370.049,77	370.000,00				4290
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	4890	Foerderung des Wohnbaues und Altwohnhausbesitzes		625.887,08		625.887,08	625.900,00		21.906,05	21.900,00								625.887,08	625.900,00				4890
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	5010	Technik und Umwelt		394.650,75		394.650,75	394.700,00		13.812,78	13.800,00								394.650,75	394.700,00				5010
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	6100	"Bundesstrazslig;en"		400.000,00		400.000,00	400.000,00		14.000,00	14.000,00								400.000,00	400.000,00				6100
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	6110	"Landesstrazslig;en"		12.739,35		12.739,35	12.700,00		445,88	400								12.739,35	12.700,00				6110
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		1.262.296,29		1.262.296,29	1.262.300,00		44.180,37	44.100,00								1.262.296,29	1.262.300,00				6120
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	6121	"Gemeindestrazslig;en - Strazslig;enneubau"		17.622,46		17.622,46	17.600,00		616,79	600								17.622,46	17.600,00				6121
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	6122	Bruecken		284.529,27		284.529,27	284.500,00		9.958,52	10.000,00								284.529,27	284.500,00				6122
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	6300	Hochwasserregulierung bei Bundesfluessen		231.304,11		231.304,11	231.300,00		8.095,64	8.100,00								231.304,11	231.300,00				6300
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	6400	"Einrichtungen und Mazslig;nahmen nach der StVO"		162.074,75		162.074,75	162.100,00		5.672,62	5.700,00								162.074,75	162.100,00				6400
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	7890	Foerderung von Handel, Gewerbe und Industrie		53.991,93		53.991,93	54.000,00		1.889,72	1.900,00								53.991,93	54.000,00				7890
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	8120	WC-Anlagen		45.000,00		45.000,00	45.000,00		1.575,00	1.600,00								45.000,00	45.000,00				8120
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	8140	"Strazslig;enreinigung"		448.894,22		448.894,22	448.900,00		15.711,30	15.700,00								448.894,22	448.900,00				8140
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	8150	oeffentliche Anlagen		568.000,00		568.000,00	568.000,00		19.880,00	19.900,00								568.000,00	568.000,00				8150
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	8151	Kinderspielplaetze		10.000,00		10.000,00	10.000,00		350	400								10.000,00	10.000,00				8151
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			1	9140	Beteiligungen		607.280,49		607.280,49	607.300,00		21.254,82	21.300,00								607.280,49	607.300,00				9140
Finanzunternehmen Ausland	Sueddeutsche Krankenversicherung AG			4	9500	Aufgenommene Darlehen,Schuldendienst		3.921.714,00		3.921.714,00	3.921.700,00		137.259,99	137.200,00								3.921.714,00	3.921.700,00				9500
	Sueddeutsche Krankenversicherung AG Ergebnis						10000000	10.000.000,00	10000000	10.000.000,00	10.000.000,00	350000	350.000,00	350.000,00	0	0	0	0	0	0	10000000	10.000.000,00	10.000.000,00	0	0	0	
Finanzunternehmen Ausland	Sueddeutsche Lebensversicherung a.G.	Schuldschein vom 26.6.2014     (902 06 22 01)	Laufzeit von 2014 bis 2039	1	290	Amtsgebaeude	5.000.000,00	2.675.311,55	5.000.000,00	2.675.311,55	2.675.300,00	150.000,00	80.259,35	80.200,00	0						5.000.000,00	2.675.311,55	2.675.300,00	0			290
Finanzunternehmen Ausland	Sueddeutsche Lebensversicherung a.G.			1	310	Stadtentwicklung und Bebauungsplanung		2.299.688,45		2.299.688,45	2.299.700,00		68.990,65	69.000,00								2.299.688,45	2.299.700,00				310
Finanzunternehmen Ausland	Sueddeutsche Lebensversicherung a.G.			1	9500	Aufgenommene Darlehen,Schuldendienst		25.000,00		25.000,00	25.000,00		750	800								25.000,00	25.000,00				9500
	Sueddeutsche Lebensversicherung a.G. Ergebnis						5000000	5.000.000,00	5000000	5.000.000,00	5.000.000,00	150000	150.000,00	150.000,00	0	0	0	0	0	0	5000000	5.000.000,00	5.000.000,00	0	0	0	
Finanzunternehmen Ausland	Versorgungswerk der aerztekammer	Schuldschein  vom 26.6.2014     (902 06 22 01)	Laufzeit von 2014 bis 2039	1	290	Amtsgebaeude	5.000.000,00	2.675.311,55	5.000.000,00	2.675.311,55	2.675.300,00	150.000,00	80.259,35	80.200,00	0						5.000.000,00	2.675.311,55	2.675.300,00	0			290
Finanzunternehmen Ausland	Versorgungswerk der aerztekammer			1	310	Stadtentwicklung und Bebauungsplanung		2.299.688,45		2.299.688,45	2.299.700,00		68.990,65	69.000,00								2.299.688,45	2.299.700,00				310
Finanzunternehmen Ausland	Versorgungswerk der aerztekammer			1	9500	Aufgenommene Darlehen,Schuldendienst		25.000,00		25.000,00	25.000,00		750	800								25.000,00	25.000,00				9500
	Versorgungswerk der aerztekammer Ergebnis						5000000	5.000.000,00	5000000	5.000.000,00	5.000.000,00	150000	150.000,00	150.000,00	0	0	0	0	0	0	5000000	5.000.000,00	5.000.000,00	0	0	0	
Finanzunternehmen Ausland	Volkswohl Bund Lebensversicherung	Schuldschein vom 22.1.2015     (902 06 22 06)	Laufzeit von 2015 bis 2055	1	9500	Aufgenommene Darlehen,Schuldendienst	30.000.000,00	150.000,00	30.000.000,00	150.000,00	150.000,00	855.000,00	4.275,00	4.300,00	0						30.000.000,00	150.000,00	150.000,00	0			9500
Finanzunternehmen Ausland	Volkswohl Bund Lebensversicherung			1	9510	Aufgenommene Anleihen,Schuldendienst		29.850.000,00		29.850.000,00	29.850.000,00		850.725,00	850.700,00								29.850.000,00	29.850.000,00				9510
	Volkswohl Bund Lebensversicherung Ergebnis						30000000	30.000.000,00	30000000	30.000.000,00	30.000.000,00	855000	855.000,00	855.000,00	0	0	0	0	0	0	30000000	30.000.000,00	30.000.000,00	0	0	0	
Planung Finanzunternehmen	Mittelanmeldung	Sonstige-Darlehensaufnahme fuer Haushaltsjahr 2017 	Laufzeit von 2017 bis 2032	1	161	Geodaten	41.059.500,00	13.500,00				516.095,10	169,69	200				41.059.500,00	13.500,00	13.500,00	41.059.500,00	13.500,00	13.500,00				161
Planung Finanzunternehmen	Mittelanmeldung			1	290	Amtsgebaeude		113.500,00					1.426,63	1.400,00					113.500,00	113.500,00		113.500,00	113.500,00				290
Planung Finanzunternehmen	Mittelanmeldung			1	311	Verkehrsplanung		75.000,00					942,71	900					75.000,00	75.000,00		75.000,00	75.000,00				311
Planung Finanzunternehmen	Mittelanmeldung			1	610	Sonstige Subventionen		870.000,00					10.935,42	10.900,00					870.000,00	870.000,00		870.000,00	870.000,00				610
Planung Finanzunternehmen	Mittelanmeldung			1	1620	Berufsfeuerwehr		265.900,00					3.342,22	3.300,00					265.900,00	265.900,00		265.900,00	265.900,00				1620
Planung Finanzunternehmen	Mittelanmeldung			1	1790	Katastrophenschutz		10.000,00					125,69	100					10.000,00	10.000,00		10.000,00	10.000,00				1790
Planung Finanzunternehmen	Mittelanmeldung			1	2100	Allgemeinbildende Pflichtschulen		172.100,00					2.163,20	2.200,00					172.100,00	172.100,00		172.100,00	172.100,00				2100
Planung Finanzunternehmen	Mittelanmeldung			1	2290	"Sonst.Einrichtungen u.Mazslig;nahmen-berufsbildender Unterricht"		500.000,00					6.284,72	6.300,00					500.000,00	500.000,00		500.000,00	500.000,00				2290
Planung Finanzunternehmen	Mittelanmeldung			1	2500	Schuelerhorte		10.000,00					125,69	100					10.000,00	10.000,00		10.000,00	10.000,00				2500
Planung Finanzunternehmen	Mittelanmeldung			1	2620	Sportplaetze		90.000,00					1.131,25	1.100,00					90.000,00	90.000,00		90.000,00	90.000,00				2620
Planung Finanzunternehmen	Mittelanmeldung			2	2690	Koerperliche Ertuechtigung		21.500,00					270,24	300					21.500,00	21.500,00		21.500,00	21.500,00				2690
Planung Finanzunternehmen	Mittelanmeldung			1	2700	Volkshochschule Linz		1.099.600,00					13.821,36	13.800,00					1.099.600,00	1.099.600,00		1.099.600,00	1.099.600,00				2700
Planung Finanzunternehmen	Mittelanmeldung			1	2730	Stadtbibliothek Linz		46.300,00					581,97	600					46.300,00	46.300,00		46.300,00	46.300,00				2730
Planung Finanzunternehmen	Mittelanmeldung			1	2800	Foerderung von Universitaeten und Hochschulen		463.700,00					5.828,45	5.800,00					463.700,00	463.700,00		463.700,00	463.700,00				2800
Planung Finanzunternehmen	Mittelanmeldung			1	2890	Naturkundliche Station		90.000,00					1.131,25	1.100,00					90.000,00	90.000,00		90.000,00	90.000,00				2890
Planung Finanzunternehmen	Mittelanmeldung			1	3200	Musikschule der Stadt Linz		15.800,00					198,6	200					15.800,00	15.800,00		15.800,00	15.800,00				3200
Planung Finanzunternehmen	Mittelanmeldung			1	3290	"Sonst.Einrichtungen u.Mazslig;nahmen-Musik u.darstellende Kunst"		1.067.400,00					13.416,62	13.400,00					1.067.400,00	1.067.400,00		1.067.400,00	1.067.400,00				3290
Planung Finanzunternehmen	Mittelanmeldung			1	3400	Museen der Stadt Linz		1.222.000,00					15.359,86	15.400,00					1.222.000,00	1.222.000,00		1.222.000,00	1.222.000,00				3400
Planung Finanzunternehmen	Mittelanmeldung			1	3500	ARS ELECTRONICA CENTER - Museum d. 21.Jahrhunderts		250.000,00					3.142,36	3.100,00					250.000,00	250.000,00		250.000,00	250.000,00				3500
Planung Finanzunternehmen	Mittelanmeldung			1	3510	Kunst- und Kulturfoerderung		111.700,00					1.404,01	1.400,00					111.700,00	111.700,00		111.700,00	111.700,00				3510
Planung Finanzunternehmen	Mittelanmeldung			1	3630	Altstadterhaltung und Ortsbildpflege	 	2.160.000,00					27.150,00	27.200,00					2.160.000,00	2.160.000,00		2.160.000,00	2.160.000,00				3630
Planung Finanzunternehmen	Mittelanmeldung			1	4010	Soziales-, Jugend und Familie		20.000,00					251,39	300					20.000,00	20.000,00		20.000,00	20.000,00				4010
Planung Finanzunternehmen	Mittelanmeldung		 	1	4111	Geschlossene Sozialhilfe		1.337.000,00					16.805,35	16.800,00					1.337.000,00	1.337.000,00		1.337.000,00	1.337.000,00				4111
Planung Finanzunternehmen	Mittelanmeldung			1	4290	Volkshaeuser		468.600,00					5.890,04	5.900,00					468.600,00	468.600,00		468.600,00	468.600,00				4290
Planung Finanzunternehmen	Mittelanmeldung			1	4300	Krabbelstuben		25.000,00					314,24	300					25.000,00	25.000,00		25.000,00	25.000,00				4300
Planung Finanzunternehmen	Mittelanmeldung			1	4890	Foerderung des Wohnbaues und Altwohnhausbesitzes		313.100,00					3.935,49	3.900,00					313.100,00	313.100,00		313.100,00	313.100,00				4890
Planung Finanzunternehmen	Mittelanmeldung			1	5010	Technik und Umwelt		170.000,00					2.136,81	2.100,00					170.000,00	170.000,00		170.000,00	170.000,00				5010
Planung Finanzunternehmen	Mittelanmeldung			1	5230	Laermbekaempfung		3.000,00					37,71	0					3.000,00	3.000,00		3.000,00	3.000,00				5230
Planung Finanzunternehmen	Mittelanmeldung			1	6100	"Bundesstrazslig;en"		375.200,00					4.716,06	4.700,00					375.200,00	375.200,00		375.200,00	375.200,00				6100
Planung Finanzunternehmen	Mittelanmeldung			1	6110	"Landesstrazslig;en"		297.900,00					3.744,44	3.700,00					297.900,00	297.900,00		297.900,00	297.900,00				6110
Planung Finanzunternehmen	Mittelanmeldung			1	6120	"Gemeindestrazslig;en - Strazslig;enerhaltung"		675.000,00					8.484,37	8.500,00					675.000,00	675.000,00		675.000,00	675.000,00				6120
Planung Finanzunternehmen	Mittelanmeldung			1	6121	"Gemeindestrazslig;en - Strazslig;enneubau"		3.800.000,00					47.763,89	47.800,00					3.800.000,00	3.800.000,00		3.800.000,00	3.800.000,00				6121
Planung Finanzunternehmen	Mittelanmeldung			1	6122	Bruecken		170.000,00					2.136,81	2.100,00					170.000,00	170.000,00		170.000,00	170.000,00				6122
Planung Finanzunternehmen	Mittelanmeldung			1	6290	"Allgemeiner Wasserbau, sonstige Mazslig;nahmen"		60.000,00					754,17	800					60.000,00	60.000,00		60.000,00	60.000,00				6290
Planung Finanzunternehmen	Mittelanmeldung			1	6390	Uferschutzbauten,Bachregulierung,Gewaesseraufsicht		140.000,00					1.759,72	1.800,00					140.000,00	140.000,00		140.000,00	140.000,00				6390
Planung Finanzunternehmen	Mittelanmeldung			1	6400	"Einrichtungen und Mazslig;nahmen nach der StVO"		711.900,00					8.948,19	8.900,00					711.900,00	711.900,00		711.900,00	711.900,00				6400
Planung Finanzunternehmen	Mittelanmeldung			1	7890	Foerderung von Handel, Gewerbe und Industrie		20.000,00					251,39	300					20.000,00	20.000,00		20.000,00	20.000,00				7890
Planung Finanzunternehmen	Mittelanmeldung			1	8140	"Strazslig;enreinigung"		620.000,00					7.793,06	7.800,00					620.000,00	620.000,00		620.000,00	620.000,00				8140
Planung Finanzunternehmen	Mittelanmeldung			1	8150	oeffentliche Anlagen		1.000.000,00					12.569,44	12.600,00					1.000.000,00	1.000.000,00		1.000.000,00	1.000.000,00				8150
Planung Finanzunternehmen	Mittelanmeldung			1	8151	Kinderspielplaetze		98.000,00					1.231,81	1.200,00					98.000,00	98.000,00		98.000,00	98.000,00				8151
Planung Finanzunternehmen	Mittelanmeldung			1	8160	oeffentliche Beleuchtung und oeffentliche Uhren		260.000,00					3.268,06	3.300,00					260.000,00	260.000,00		260.000,00	260.000,00				8160
Planung Finanzunternehmen	Mittelanmeldung			1	8300	Botanischer Garten		40.000,00					502,78	500					40.000,00	40.000,00		40.000,00	40.000,00				8300
Planung Finanzunternehmen	Mittelanmeldung			2	8590	Maerkte		40.000,00					502,78	500					40.000,00	40.000,00		40.000,00	40.000,00				8590
Planung Finanzunternehmen	Mittelanmeldung			2	8790	Linz AG		7.072.800,00					88.901,17	88.900,00					7.072.800,00	7.072.800,00		7.072.800,00	7.072.800,00				8790
Planung Finanzunternehmen	Mittelanmeldung			2	8993	Immobilien Linz GmbH		11.549.900,00					145.175,83	145.200,00					11.549.900,00	11.549.900,00		11.549.900,00	11.549.900,00				8993
Planung Finanzunternehmen	Mittelanmeldung			2	8995	Informations- und Kommunikationstechnologie		269.100,00					3.382,39	3.400,00					269.100,00	269.100,00		269.100,00	269.100,00				8995
Planung Finanzunternehmen	Mittelanmeldung			1	9001	Finanzen und Wirtschaft	 	200.000,00					2.513,89	2.500,00					200.000,00	200.000,00		200.000,00	200.000,00				9001
Planung Finanzunternehmen	Mittelanmeldung			1	9140	Beteiligungen		2.455.000,00					30.857,99	30.900,00					2.455.000,00	2.455.000,00		2.455.000,00	2.455.000,00				9140
Planung Finanzunternehmen	Mittelanmeldung			1	9500	Aufgenommene Darlehen,Schuldendienst		200.000,00					2.513,89	2.500,00					200.000,00	200.000,00		200.000,00	200.000,00				9500
Planung Finanzunternehmen	Mittelanmeldung	Sonstige-Darlehensaufnahme fuer Haushaltsjahr 2017 - (Umschuldung)	Laufzeit von 2017 bis 2032	2	8530	Wohn- und Geschaeftsgebaeude	45.607.476,64	2.316.900,00	0			0	0	0	0			45.607.476,64	2.316.852,36	2.316.900,00	45.607.476,64	2.316.852,36	2.316.900,00	0			8530
Planung Finanzunternehmen	Mittelanmeldung			2	8782	Seniorenzentren der Stadt Linz		3.243.600,00					0	0					3.243.592,99	3.243.600,00		3.243.592,99	3.243.600,00				8782
Planung Finanzunternehmen	Mittelanmeldung			2	8950	Design Center Linz		40.047.000,00					0	0					40.047.031,29	40.047.000,00		40.047.031,29	40.047.000,00				8950
	Mittelanmeldung Ergebnis						86666976,64	86.667.000,00	0	0	0	516095,1	516.095,10	516.000,00	0	0	0	86666976,64	86.666.976,64	86.667.000,00	86666976,64	86.666.976,64	86.667.000,00	0	0	0	
																											
	Gesamtergebnis						1105712624	1.095.816.168,44	777969254,6	777.969.254,55	777.970.600,00	16412466,32	16.412.466,32	16.412.700,00	102871385	102.871.384,97	102.871.700,00	86666976,64	86.666.976,64	86.667.000,00	761764846,2	761.764.846,22	761.765.900,00	1618349,73	1.618.349,73	1.618.400,00	
																	*)			*)							
																											
																											
																											
																											
			Summe	1				823.201.206,37			633.274.500,00			13.663.400,00	36.499.800,00		45.719.100,00			22.106.200,00	620.356.700,00		609.661.600,00			34.300,00	
			Summe	2				235.403.098,84			117.885.600,00			2.082.100,00	9.977.500,00		54.661.600,00			64.560.800,00	123.208.500,00		127.784.800,00			47.300,00	
			Summe	1+2				1.058.604.305,21			751.160.100,00			15.745.500,00	46.477.300,00		100.380.700,00			86.667.000,00	743.565.200,00		737.446.400,00			81.600,00	
			Summe	3				0			0			0	0		0			0			0			0	
			Summe	4				37.211.839,87			26.810.500,00			667.200,00	2.908.300,00		2.491.000,00			0	34.492.500,00		24.319.500,00			1.536.800,00	
			GESAMTERGEBNIS					1.095.816.145,08	0	0	777.970.600,00	0	0	16.412.700,00	49.385.600,00	0	102.871.700,00	0	0	86.667.000,00	778.057.700,00	0	761.765.900,00		0	1.618.400,00	
																											
																											
	Erlaeuterung:                    Schuldenart 1:	Schulden, deren Schuldendienst mehr als zur 				Schuldenart 3:	Schuldenart 3:	Schulden, die fuer andere Gebietskoerperschaften				17.234.600,00					*) davon 45,6075 Mio. EUR Umschuldung 										
		Haelfte aus allgemeinen Deckungsmitteln						aufgenommen worden sind und deren																			
		getragen wird.						Schuldendienst mindestens zur Haelfte erstattet wird.																			
																											
	Schuldenart 2:	Schulden fuer Einrichtungen der Gebiets-																									
		koerperschaft, bei denen jaehrlich ordentliche				Schuldenart 4:	Schuldenart 4:	Schulden, die fuer sonstige Rechtstraeger								 											
		Einnahmen in der Hoehe von mindestens 50%						(physische oder juristische Personen) aufgenommen 																			
		der ordentlichen Ausgaben erzielt werden.						worden sind und deren Schuldendienst 																			
								mindestens zur Haelfte erstattet wird.																			
